1502928000,303.3275
1503014400,297.9225
1503100800,290.53000000000003
1503187200,292.9725
1503273600,315.8775
1503360000,276.365
1503446400,315.5975
1503532800,320.3025
1503619200,328.09000000000003
1503705600,329.22
1503792000,339.7925
1503878400,344.265
1503964800,361.325
1504051200,379.0975
1504137600,384.1425
1504224000,388.1175
1504310400,361.53
1504396800,343.17249999999996
1504483200,308.8875
1504569600,288.99249999999995
1504656000,324.18
1504742400,333.0425
1504828800,311.145
1504915200,296.3525
1505001600,288.5075
1505088000,295.25
1505174400,298.5525
1505260800,280.5975
1505347200,247.435
1505433600,233.23250000000002
1505520000,253.15499999999997
1505606400,252.57
1505692800,278.8575
1505779200,289.3525
1505865600,283.98
1505952000,270.3
1506038400,261.995
1506124800,271.815
1506211200,284.52750000000003
1506297600,289.19
1506384000,291.3425
1506470400,299.69500000000005
1506556800,305.2375
1506643200,292.915
1506729600,299.1725
1506816000,302.27
1506902400,300.11
1506988800,293.95
1507075200,292.6075
1507161600,291.945
1507248000,302.53999999999996
1507334400,310.7525
1507420800,312.055
1507507200,301.775
1507593600,299.38750000000005
1507680000,302.10249999999996
1507766400,305.1775
1507852800,323.11
1507939200,341.19
1508025600,336.0325
1508112000,339.8675
1508198400,324.9
1508284800,306.89250000000004
1508371200,308.795
1508457600,306.5875
1508544000,299.6975
1508630400,297.4425
1508716800,285.41749999999996
1508803200,291.2875
1508889600,292.73
1508976000,294.9
1509062400,295.295
1509148800,293.77750000000003
1509235200,299.53
1509321600,307.5875
1509408000,306.2125
1509494400,296.03499999999997
1509580800,284.5375
1509667200,294.05
1509753600,299.8075
1509840000,297.225
1509926400,297.2125
1510012800,294.8875
1510099200,301.0875
1510185600,312.4925
1510272000,305.1175
1510358400,303.3625
1510444800,303.52750000000003
1510531200,309.8925
1510617600,324.77250000000004
1510704000,332.4825
1510790400,329.6575
1510876800,330.29
1510963200,338.4425
1511049600,354.36
1511136000,362.2425
1511222400,363.765
1511308800,371.65250000000003
1511395200,395.1625
1511481600,435.4575
1511568000,465.965
1511654400,456.24499999999995
1511740800,468.7725
1511827200,467.3725
1511913600,446.96750000000003
1512000000,424.09000000000003
1512086400,441.3175
1512172800,458.01750000000004
1512259200,460.90500000000003
1512345600,460.7375
1512432000,458.2
1512518400,429.59250000000003
1512604800,405.61249999999995
1512691200,423.965
1512777600,454.24
1512864000,437.65
1512950400,468.85
1513036800,565.65
1513123200,637.9024999999999
1513209600,685.46
1513296000,659.5775000000001
1513382400,684.445
1513468800,699.4425
1513555200,732.125
1513641600,793.9775
1513728000,769.3025
1513814400,782.25
1513900800,680.24
1513987200,654.6125
1514073600,632.365
1514160000,679.585
1514246400,731.42
1514332800,737.28
1514419200,709.6474999999999
1514505600,726.0899999999999
1514592000,696.195
1514678400,706.7125
1514764800,742.0874999999999
1514851200,814.7075
1514937600,887.2925
1515024000,943.44
1515110400,968.575
1515196800,982.4175
1515283200,1062.925
1515369600,1101.3625
1515456000,1213.8825000000002
1515542400,1294.775
1515628800,1185.3625
1515715200,1186.9575
1515801600,1330.225
1515888000,1336.97
1515974400,1315.06
1516060800,1080.92
1516147200,957.625
1516233600,998.3525
1516320000,1011.45
1516406400,1095.4125
1516492800,1087.5149999999999
1516579200,1010.0375
1516665600,978
1516752000,1017.3225
1516838400,1065.5300000000002
1516924800,1043.58
1517011200,1082.5525
1517097600,1189.9875
1517184000,1212.3775
1517270400,1125.09
